genre,text,clique_id,v,e,index
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,31,0.35714285714285715,3.6310820624546115e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,32,0.42857142857142855,0,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,33,0.6363636363636364,0,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,34,0.5384615384615384,9.92063492063492e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,35,0.6666666666666666,0.0014204545454545455,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,36,0.5789473684210527,3.5612535612535614e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,37,0.5555555555555556,0,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,38,0.5,8.613264427217916e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,39,0.6666666666666666,0,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,40,0.42857142857142855,0,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,41,0.3333333333333333,0.0012224938875305623,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,42,0.8888888888888888,0,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,43,0.6,0,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,44,0.5,0.0011467889908256881,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,45,0.5,7.541478129713424e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,46,0.5882352941176471,9.523809523809524e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,47,0,0,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,48,0.36363636363636365,3.007518796992481e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,49,0.6666666666666666,5.274261603375527e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,50,0.6666666666666666,6.640106241699867e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,51,0.36363636363636365,8.116883116883117e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,52,0.3333333333333333,0,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,53,0.3076923076923077,4.0774719673802244e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,54,0.4,0,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,55,0.1111111111111111,4.3782837127845885e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,56,0.5,0,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,57,0.5,0,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,58,0.4,0.0011204481792717086,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,59,0.5384615384615384,2.8011204481792715e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,60,0.5454545454545454,0,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,61,0.5,4.0192926045016077e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,62,0.6,0,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,63,0.42857142857142855,7.8003120124805e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,64,0.5,5.167958656330749e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,65,0.6153846153846154,3.053435114503817e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,66,0.5384615384615384,4.982561036372695e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,67,0.75,7.320644216691069e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,68,0.46153846153846156,0,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,69,0.14285714285714285,2.3507287259050304e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,70,0.375,7.032348804500703e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,71,0.4,0.0011431184270690445,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,72,0.5,4.5045045045045046e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,73,0.6,6.702412868632708e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,74,0.5,0,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,75,0.3333333333333333,0,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,76,0.5833333333333334,7.936507936507937e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,77,0.38461538461538464,0.00064935064935064935,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,78,0.6666666666666666,6.377551020408163e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,79,0.375,2.5284450063211124e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,80,0.3076923076923077,5.56947925368978e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,81,0.2,0,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,82,0.4166666666666667,5.258545135845749e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,83,0.75,6.053268765133172e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,84,0.36363636363636365,3.417634996582365e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,85,0.375,2.358490566037736e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,86,0.4,3.8895371450797355e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,87,0.4090909090909091,5.398110661268556e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,88,0.8235294117647058,3.8226299694189603e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,89,0.2222222222222222,1.5855398763278897e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,90,0.42857142857142855,4.139072847682119e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,91,0.75,5.434782608695652e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,92,0.5,1.7959770114942528e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,93,0.5,2.1253985122210415e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,94,0.5294117647058824,5.279831045406547e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,95,0.5,2.5906735751295336e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,96,0.7777777777777778,0.0010183299389002036,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,97,0.5263157894736842,5.623031938821412e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,98,0.875,0,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,99,0.5161290322580645,3.2776138970829236e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,100,0.5,5.665722379603399e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,101,0.3333333333333333,2.3364485981308412e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,102,0.5,6.957328385899814e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,103,0.6190476190476191,4.591368227731864e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,104,0.38461538461538464,5.590339892665474e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,105,0.4375,2.952465308532625e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,106,0.45454545454545453,1.4530659691950015e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,107,0.6363636363636364,0,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,108,0.6428571428571429,5.150214592274678e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,109,0.5263157894736842,1.8864365214110544e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,110,0.6666666666666666,1.394700139470014e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,111,1,0,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,112,0.7142857142857143,4.084967320261438e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,113,0.5555555555555556,3.058727569331158e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,114,0.5,2.670940170940171e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,115,0.7142857142857143,0,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,116,0.45454545454545453,3.299023489047242e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,117,0.5555555555555556,3.875968992248062e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,118,0.6153846153846154,4.62962962962963e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,119,0.5,3.8022813688212925e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,120,0.6,0.00028647822765469827,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,121,0.6,2.5025025025025025e-4,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,122,0.7,0,global
berlitz,data/oanc_xml/berlitz_HistoryDublin-hepple_clean.xml,123,0.8125,0,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,1,0,0,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,2,0.043478260869565216,0,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,3,0.2727272727272727,0,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,4,0.07692307692307693,0,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,5,0.07692307692307693,0,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,6,0.3333333333333333,0.0029850746268656717,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,7,0.23076923076923078,0.0011904761904761906,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,8,0.35714285714285715,0.0011695906432748538,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,9,0.2,0.002232142857142857,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,10,0.6363636363636364,0.004273504273504274,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,11,0.3333333333333333,0.0012626262626262627,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,12,0.5555555555555556,0,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,13,0.5,0,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,14,0.47058823529411764,0.0014716703458425313,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,15,0.26666666666666666,0.0021141649048625794,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,16,0.2631578947368421,0,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,17,0.6,0.0024154589371980675,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,18,0.3125,8.658008658008658e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,19,0.2857142857142857,8.733624454148472e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,20,0.30434782608695654,8.116883116883117e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,21,0.25,3.2425421530479895e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,22,0.5,0,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,23,0.5789473684210527,0.0013786764705882354,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,24,0.5454545454545454,0.0013513513513513514,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,25,0.42857142857142855,0.0010964912280701754,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,26,0.5714285714285714,0,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,27,0.18181818181818182,3.2776138970829236e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,28,0.2727272727272727,0.0010744985673352436,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,29,0.3333333333333333,0.0013966480446927375,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,30,0.6,0,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,31,0.4666666666666667,3.324468085106383e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,32,0.5555555555555556,3.2216494845360824e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,33,0.3333333333333333,6.038647342995169e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,34,0.23076923076923078,9.546539379474941e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,35,0.5833333333333334,4.6728971962616824e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,36,0.25,0.001001001001001001,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,37,0.6666666666666666,0,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,38,0.14285714285714285,0.0010775862068965517,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,39,0.38461538461538464,5.353319057815846e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,40,0.5625,9.00360144057623e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,41,0.8181818181818182,0,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,42,0.5789473684210527,7.485029940119761e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,43,0.375,3.787878787878788e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,44,0.5555555555555556,4.6816479400749064e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,45,0.5,4.5955882352941176e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,46,0.36363636363636365,0.0010351966873706005,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,47,0.5294117647058824,6.720430107526882e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,48,0.25,7.649646203863071e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,49,0.6153846153846154,3.401360544217687e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,50,0.65,7.190795781399808e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,51,0.8,0,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,52,0.6666666666666666,0,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,53,0.55,7.010164738871364e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,54,0.7142857142857143,0,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,55,0.4444444444444444,3.0303030303030303e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,56,0.625,9.606147934678194e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,57,0.6666666666666666,0,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,58,0.6470588235294118,4.7080979284369113e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,59,0.6666666666666666,5.509641873278236e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,60,0.5238095238095238,1.3513513513513514e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,61,0.6,6.527415143603133e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,62,0.6363636363636364,3.225806451612903e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,63,0.6363636363636364,4.8138639281129655e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,64,0.5,2.469135802469136e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,65,0.5333333333333333,5.245672320335723e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,66,0.3333333333333333,2.990430622009569e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,67,0.6923076923076923,5.931198102016608e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,68,0.7692307692307693,7.797270955165692e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,69,0.75,2.886836027713626e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,70,0.6363636363636364,5.636978579481398e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,71,0.4,3.707823507601038e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,72,0.7142857142857143,5.46448087431694e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,73,1,0,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,74,0.5294117647058824,2.7085590465872155e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,75,0.6666666666666666,2.6567481402763017e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,76,0.5833333333333334,2.0964360587002095e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,77,0.9047619047619048,0,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,78,0.75,0,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,79,0,0,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,80,0.625,1.6767270288397049e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,81,0.75,0,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,82,0.6666666666666666,0,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,83,0.75,0,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,84,0.5789473684210527,3.61271676300578e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,85,0.8,2.376425855513308e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,86,0.6153846153846154,1.8518518518518518e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,87,0.42857142857142855,3.4246575342465754e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,88,0.6,0,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,89,0.75,0,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,90,0.38461538461538464,2.2163120567375886e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,91,0.8571428571428571,0,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,92,0.7,5.782017924255566e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,93,0.8181818181818182,4.306632213608958e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,94,0.3333333333333333,0,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,95,0.6363636363636364,0,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,96,0.5555555555555556,2.0798668885191348e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,97,0.4666666666666667,2.0678246484698098e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,98,0.5,4.546281142025823e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,99,0.5,2.3004370830457787e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,100,0.6,5.966587112171838e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,101,0.8333333333333334,0,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,102,0.5555555555555556,3.90625e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,103,0.6666666666666666,2.587991718426501e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,104,0.625,5.155968032998196e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,105,0.6,7.598784194528875e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,106,0.7391304347826086,1.2751849018107625e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,107,0.7,7.462686567164179e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,108,0.5882352941176471,3.181673560292714e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,109,0.5294117647058824,4.578754578754579e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,110,0.9,0,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,111,0.7647058823529411,1.8011527377521613e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,112,0.5882352941176471,3.043831168831169e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,113,0.6666666666666666,2.3424689622862497e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,114,0.6153846153846154,2.768166089965398e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,115,0.7777777777777778,3.427004797806717e-4,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,116,0.6111111111111112,9.75800156128025e-5,global
berlitz,data/oanc_xml/berlitz_HistoryEdinburgh-hepple_clean.xml,117,0.5,1.9227071716977504e-4,global
