genre,text,clique_id,v,e,index,n_sentences
berlitz,data/oanc_xml/berlitz_HistoryIndia-hepple_clean.xml,8,0.3,0,global,10
berlitz,data/oanc_xml/berlitz_HistoryIndia-hepple_clean.xml,9,0.125,0.0014577259475218659,global,10
berlitz,data/oanc_xml/berlitz_HistoryIndia-hepple_clean.xml,10,0.13636363636363635,4.74158368895211e-4,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-1-hepple_clean.xml,1,0,0,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-1-hepple_clean.xml,2,0.15384615384615385,0,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-1-hepple_clean.xml,3,0.25,0.002380952380952381,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-1-hepple_clean.xml,4,0.45454545454545453,0,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-1-hepple_clean.xml,5,0.3333333333333333,0.006172839506172839,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-1-hepple_clean.xml,6,0.5833333333333334,0,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-1-hepple_clean.xml,7,0.5454545454545454,0,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-1-hepple_clean.xml,8,0.4230769230769231,0.001075268817204301,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-1-hepple_clean.xml,9,0.6666666666666666,0.0040650406504065045,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-1-hepple_clean.xml,10,0.25,0.004789272030651341,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-10-hepple_clean.xml,1,0,0,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-10-hepple_clean.xml,2,0.14705882352941177,0,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-10-hepple_clean.xml,3,0,0,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-10-hepple_clean.xml,4,0.2,0,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-10-hepple_clean.xml,5,0.25,0.0012578616352201257,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-10-hepple_clean.xml,6,0.20833333333333334,0,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-10-hepple_clean.xml,7,0.5,0.0022988505747126436,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-10-hepple_clean.xml,8,0.25,0,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-10-hepple_clean.xml,9,0.3448275862068966,0,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-10-hepple_clean.xml,10,0.2909090909090909,0,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-3-hepple_clean.xml,1,0,0,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-3-hepple_clean.xml,2,0.5,0,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-3-hepple_clean.xml,3,0,0,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-3-hepple_clean.xml,4,0.23809523809523808,0.0023148148148148147,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-3-hepple_clean.xml,5,0.28,0.0040650406504065045,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-3-hepple_clean.xml,6,0.46153846153846156,0,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-3-hepple_clean.xml,7,0.2727272727272727,0,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-3-hepple_clean.xml,8,0.6666666666666666,0,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-3-hepple_clean.xml,9,0.3333333333333333,0,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-3-hepple_clean.xml,10,0.25,0,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-4-hepple_clean.xml,1,0,0,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-4-hepple_clean.xml,2,0.21739130434782608,0.003472222222222222,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-4-hepple_clean.xml,3,0.42857142857142855,0,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-4-hepple_clean.xml,4,0.2727272727272727,0,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-4-hepple_clean.xml,5,0.1,0,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-4-hepple_clean.xml,6,0.38461538461538464,0.0055147058823529415,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-4-hepple_clean.xml,7,0.3333333333333333,0,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-4-hepple_clean.xml,8,0.3684210526315789,0,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-4-hepple_clean.xml,9,0.45,0,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-4-hepple_clean.xml,10,0.75,0,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-7-hepple_clean.xml,1,0,0,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-7-hepple_clean.xml,2,0.15789473684210525,0,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-7-hepple_clean.xml,3,0.47368421052631576,0,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-7-hepple_clean.xml,4,0.4666666666666667,0.003289473684210526,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-7-hepple_clean.xml,5,0.3684210526315789,0,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-7-hepple_clean.xml,6,0.4444444444444444,0.003278688524590164,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-7-hepple_clean.xml,7,0.4583333333333333,0.002607561929595828,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-7-hepple_clean.xml,8,0.35714285714285715,0,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-7-hepple_clean.xml,9,0.7,0,global,10
biomed,data/oanc_xml/biomed_1468-6708-3-7-hepple_clean.xml,10,0.2222222222222222,0,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-1-hepple_clean.xml,1,0,0,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-1-hepple_clean.xml,2,0.058823529411764705,0.00625,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-1-hepple_clean.xml,3,0.14285714285714285,0,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-1-hepple_clean.xml,4,0.19230769230769232,0,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-1-hepple_clean.xml,5,0.2,0.009615384615384616,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-1-hepple_clean.xml,6,0.47368421052631576,0.0018867924528301887,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-1-hepple_clean.xml,7,0.2857142857142857,0.00202020202020202,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-1-hepple_clean.xml,8,0.5833333333333334,0,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-1-hepple_clean.xml,9,0.42857142857142855,0.0014534883720930232,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-1-hepple_clean.xml,10,0.4,9.057971014492754e-4,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-2-hepple_clean.xml,1,0,0,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-2-hepple_clean.xml,2,0.1111111111111111,0,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-2-hepple_clean.xml,3,0.26666666666666666,0,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-2-hepple_clean.xml,4,0.16666666666666666,0,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-2-hepple_clean.xml,5,0.375,0,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-2-hepple_clean.xml,6,0.14285714285714285,0.007936507936507936,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-2-hepple_clean.xml,7,0.13043478260869565,0.007608695652173913,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-2-hepple_clean.xml,8,0.42857142857142855,0.001984126984126984,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-2-hepple_clean.xml,9,0.375,0,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-2-hepple_clean.xml,10,0.6666666666666666,0,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-3-hepple_clean.xml,1,0,0,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-3-hepple_clean.xml,2,0.3,0,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-3-hepple_clean.xml,3,0.375,0,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-3-hepple_clean.xml,4,0.3333333333333333,0.004464285714285714,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-3-hepple_clean.xml,5,0.4444444444444444,0,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-3-hepple_clean.xml,6,0.5,0,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-3-hepple_clean.xml,7,0.5714285714285714,0,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-3-hepple_clean.xml,8,0,0.0011494252873563218,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-3-hepple_clean.xml,9,0.5,0.007246376811594203,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-3-hepple_clean.xml,10,0.75,0,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-4-hepple_clean.xml,1,0,0,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-4-hepple_clean.xml,2,0.10714285714285714,0.002352941176470588,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-4-hepple_clean.xml,3,0.5789473684210527,0,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-4-hepple_clean.xml,4,0.23076923076923078,0.004,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-4-hepple_clean.xml,5,0.3548387096774194,0,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-4-hepple_clean.xml,6,0.6,0,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-4-hepple_clean.xml,7,0.3,0,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-4-hepple_clean.xml,8,0.5454545454545454,0,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-4-hepple_clean.xml,9,0.3157894736842105,0,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-4-hepple_clean.xml,10,0.2857142857142857,0,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-6-hepple_clean.xml,1,0,0,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-6-hepple_clean.xml,2,0.07692307692307693,0,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-6-hepple_clean.xml,3,0,0,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-6-hepple_clean.xml,4,0.4,0,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-6-hepple_clean.xml,5,0,0.0023148148148148147,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-6-hepple_clean.xml,6,0.16666666666666666,0.0049382716049382715,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-6-hepple_clean.xml,7,0.25,0,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-6-hepple_clean.xml,8,0.16666666666666666,0.007792207792207792,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-6-hepple_clean.xml,9,0.16666666666666666,0,global,10
biomed,data/oanc_xml/biomed_1471-213X-1-6-hepple_clean.xml,10,0.25,0,global,10
icic,data/oanc_xml/icic_102CTL002-hepple_clean.xml,1,0,0,global,10
icic,data/oanc_xml/icic_102CTL002-hepple_clean.xml,2,0.1,0,global,10
icic,data/oanc_xml/icic_102CTL002-hepple_clean.xml,3,0,0,global,10
icic,data/oanc_xml/icic_102CTL002-hepple_clean.xml,4,0.1875,0.006993006993006993,global,10
icic,data/oanc_xml/icic_102CTL002-hepple_clean.xml,5,0.4,0.037037037037037035,global,10
icic,data/oanc_xml/icic_102CTL002-hepple_clean.xml,6,0.2,0,global,10
icic,data/oanc_xml/icic_102CTL002-hepple_clean.xml,7,0.42857142857142855,0.00641025641025641,global,10
icic,data/oanc_xml/icic_102CTL002-hepple_clean.xml,8,0.1,0.004273504273504274,global,10
icic,data/oanc_xml/icic_102CTL002-hepple_clean.xml,9,0.08333333333333333,0,global,10
icic,data/oanc_xml/icic_102CTL002-hepple_clean.xml,10,0.7777777777777778,0,global,10
icic,data/oanc_xml/icic_102CTL003-hepple_clean.xml,1,0,0,global,10
icic,data/oanc_xml/icic_102CTL003-hepple_clean.xml,2,0.25,0,global,10
icic,data/oanc_xml/icic_102CTL003-hepple_clean.xml,3,0.5,0,global,10
icic,data/oanc_xml/icic_102CTL003-hepple_clean.xml,4,0.375,0,global,10
icic,data/oanc_xml/icic_102CTL003-hepple_clean.xml,5,0.2857142857142857,0.004761904761904762,global,10
icic,data/oanc_xml/icic_102CTL003-hepple_clean.xml,6,0.3076923076923077,0,global,10
icic,data/oanc_xml/icic_102CTL003-hepple_clean.xml,7,0.17391304347826086,0.002631578947368421,global,10
icic,data/oanc_xml/icic_102CTL003-hepple_clean.xml,8,0.3,0.0012531328320802004,global,10
icic,data/oanc_xml/icic_102CTL003-hepple_clean.xml,9,0.45454545454545453,0.011574074074074073,global,10
icic,data/oanc_xml/icic_102CTL003-hepple_clean.xml,10,0.8333333333333334,0,global,10
icic,data/oanc_xml/icic_102CTL004-hepple_clean.xml,1,0,0,global,10
icic,data/oanc_xml/icic_102CTL004-hepple_clean.xml,3,0,0,global,10
icic,data/oanc_xml/icic_102CTL004-hepple_clean.xml,4,0.16666666666666666,0.01818181818181818,global,10
icic,data/oanc_xml/icic_102CTL004-hepple_clean.xml,6,0.14285714285714285,0,global,10
icic,data/oanc_xml/icic_102CTL004-hepple_clean.xml,7,0.7142857142857143,0,global,10
icic,data/oanc_xml/icic_102CTL004-hepple_clean.xml,8,0.5555555555555556,0,global,10
icic,data/oanc_xml/icic_102CTL004-hepple_clean.xml,9,0.5,0.016666666666666666,global,10
icic,data/oanc_xml/icic_102CTL004-hepple_clean.xml,10,0.18181818181818182,0.006944444444444444,global,10
icic,data/oanc_xml/icic_102CTL004-hepple_clean.xml,11,0.1875,0.0038461538461538464,global,10
icic,data/oanc_xml/icic_102CTL004-hepple_clean.xml,12,0.5833333333333334,0.004081632653061225,global,10
icic,data/oanc_xml/icic_103C-L055-hepple_clean.xml,1,0,0,global,10
icic,data/oanc_xml/icic_103C-L055-hepple_clean.xml,2,0,0.03571428571428571,global,10
icic,data/oanc_xml/icic_103C-L055-hepple_clean.xml,3,0.25,0.007407407407407408,global,10
icic,data/oanc_xml/icic_103C-L055-hepple_clean.xml,4,0.19230769230769232,0.0021645021645021645,global,10
icic,data/oanc_xml/icic_103C-L055-hepple_clean.xml,5,0.4,0.007246376811594203,global,10
icic,data/oanc_xml/icic_103C-L055-hepple_clean.xml,6,0.2222222222222222,0.0058309037900874635,global,10
icic,data/oanc_xml/icic_103C-L055-hepple_clean.xml,7,0.625,0,global,10
icic,data/oanc_xml/icic_103C-L055-hepple_clean.xml,8,0,0,global,10
icic,data/oanc_xml/icic_103C-L055-hepple_clean.xml,9,0.8333333333333334,0,global,10
icic,data/oanc_xml/icic_103C-L055-hepple_clean.xml,10,0.5,0.007936507936507936,global,10
icic,data/oanc_xml/icic_103C-L056-hepple_clean.xml,1,0,0,global,10
icic,data/oanc_xml/icic_103C-L056-hepple_clean.xml,2,0.2222222222222222,0.012987012987012988,global,10
icic,data/oanc_xml/icic_103C-L056-hepple_clean.xml,3,0.3333333333333333,0.0078125,global,10
icic,data/oanc_xml/icic_103C-L056-hepple_clean.xml,4,0.09090909090909091,0.007407407407407408,global,10
icic,data/oanc_xml/icic_103C-L056-hepple_clean.xml,5,0.5,0.007352941176470588,global,10
icic,data/oanc_xml/icic_103C-L056-hepple_clean.xml,6,0.3333333333333333,0,global,10
icic,data/oanc_xml/icic_103C-L056-hepple_clean.xml,7,0,0.002857142857142857,global,10
icic,data/oanc_xml/icic_103C-L056-hepple_clean.xml,8,1,0,global,10
icic,data/oanc_xml/icic_103C-L056-hepple_clean.xml,9,0.2857142857142857,0,global,10
icic,data/oanc_xml/icic_103C-L056-hepple_clean.xml,10,1,0,global,10
icic,data/oanc_xml/icic_105CWL038-hepple_clean.xml,1,0,0,global,10
icic,data/oanc_xml/icic_105CWL038-hepple_clean.xml,2,0.2727272727272727,0,global,10
icic,data/oanc_xml/icic_105CWL038-hepple_clean.xml,3,0.6666666666666666,0,global,10
icic,data/oanc_xml/icic_105CWL038-hepple_clean.xml,4,0.4,0.007936507936507936,global,10
icic,data/oanc_xml/icic_105CWL038-hepple_clean.xml,5,0.25,0,global,10
icic,data/oanc_xml/icic_105CWL038-hepple_clean.xml,6,0.5,0.016666666666666666,global,10
icic,data/oanc_xml/icic_105CWL038-hepple_clean.xml,7,0.375,0,global,10
icic,data/oanc_xml/icic_105CWL038-hepple_clean.xml,8,0.6666666666666666,0,global,10
icic,data/oanc_xml/icic_105CWL038-hepple_clean.xml,9,0.125,0,global,10
icic,data/oanc_xml/icic_105CWL038-hepple_clean.xml,10,0.42857142857142855,0.005208333333333333,global,10
icic,data/oanc_xml/icic_105CWL039-hepple_clean.xml,1,0,0,global,10
icic,data/oanc_xml/icic_105CWL039-hepple_clean.xml,2,0.25,0,global,10
icic,data/oanc_xml/icic_105CWL039-hepple_clean.xml,3,0.2,0,global,10
